confidence,end,id,metadata,start,text,type
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,end_char=263,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=263""}",,end_char=263,PERSON
1.0,,12/26,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""12/26""}",,12/26,CARDINAL
1.0,,end_char=273,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=273""}",,end_char=273,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,end_char=288,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=288""}",,end_char=288,PERSON
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,ADA,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""ADA""}",,ADA,ORG
1.0,,BCH,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BCH""}",,BCH,ORG
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,2026.</p,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026.</p""}",,2026.</p,CARDINAL
1.0,,449,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""449""}",,449,CARDINAL
1.0,,2,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2""}",,2,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,"src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVhODMtODRlYS03NWFiLTg3MGEtMzU5NTI0NWQyNWQ1LmpwZw==.jpg","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""src=\""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVhODMtODRlYS03NWFiLTg3MGEtMzU5NTI0NWQyNWQ1LmpwZw==.jpg""}",,"src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVhODMtODRlYS03NWFiLTg3MGEtMzU5NTI0NWQyNWQ1LmpwZw==.jpg",ORG
1.0,,4B,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4b""}",,4B,CARDINAL
1.0,,478,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""478""}",,478,CARDINAL
1.0,,3,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""3""}",,3,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,"Entity(text='src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVhODMtODRlYS03NWFiLTg3MGEtMzU5NTI0NWQyNWQ1LmpwZw==.jpg'","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='src=\""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVhODMtODRlYS03NWFiLTg3MGEtMzU5NTI0NWQyNWQ1LmpwZw==.jpg'""}",,"Entity(text='src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjVhODMtODRlYS03NWFiLTg3MGEtMzU5NTI0NWQyNWQ1LmpwZw==.jpg'",ORG
1.0,,start_char=64,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=64""}",,start_char=64,GPE
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ1ZGYtMTQzMi03ODE4LWE4YzMtMTEwZDlkYTcxMmM4LmpwZw==.jpg,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ1ZGYtMTQzMi03ODE4LWE4YzMtMTEwZDlkYTcxMmM4LmpwZw==.jpg""}",,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ1ZGYtMTQzMi03ODE4LWE4YzMtMTEwZDlkYTcxMmM4LmpwZw==.jpg,ORG
1.0,,this year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""this year""}",,this year,DATE
1.0,,"10,000","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10,000""}",,"10,000",CARDINAL
1.0,,end_index=447,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_index=447""}",,end_index=447,PERSON
1.0,,447,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""447""}",,447,CARDINAL
1.0,,6,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""6""}",,6,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ1ZGYtMTQzMi03ODE4LWE4YzMtMTEwZDlkYTcxMmM4LmpwZw==.jpg,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ1ZGYtMTQzMi03ODE4LWE4YzMtMTEwZDlkYTcxMmM4LmpwZw==.jpg""}",,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjQ1ZGYtMTQzMi03ODE4LWE4YzMtMTEwZDlkYTcxMmM4LmpwZw==.jpg,ORG
1.0,,year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""year""}",,year,DATE
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,Christmas,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Christmas""}",,Christmas,DATE
1.0,,65%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""65%""}",,65%,PERCENT
1.0,,the year,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the year""}",,the year,DATE
1.0,,468,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""468""}",,468,CARDINAL
1.0,,4,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4""}",,4,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,Christmas,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Christmas""}",,Christmas,DATE
1.0,,end_char=302,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=302""}",,end_char=302,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'65%,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'65%""}",,'65%,PERCENT
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,"2025""></p><p","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025\""></p><p""}",,"2025""></p><p",CARDINAL
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,466,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""466""}",,466,CARDINAL
1.0,,3,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""3""}",,3,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,2025,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2025""}",,2025,DATE
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,"Bitcoin price?""></p><p>Tether","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""bitcoin price?\""></p><p>tether""}",,"Bitcoin price?""></p><p>Tether",PERSON
1.0,,Paolo Ardoino,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Paolo Ardoino""}",,Paolo Ardoino,PERSON
1.0,,AI,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""AI""}",,AI,GPE
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,BTC,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""BTC""}",,BTC,ORG
1.0,,"as low as $65,000.</p","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""as low as $65,000.</p""}",,"as low as $65,000.</p",MONEY
1.0,,493,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""493""}",,493,CARDINAL
1.0,,8,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8""}",,8,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,end_char=263,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=263""}",,end_char=263,PERSON
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,Ardoino,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""ardoino""}",,Ardoino,NORP
1.0,,Paolo Ardoino',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Paolo Ardoino'""}",,Paolo Ardoino',PERSON
1.0,,2026,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026""}",,2026,DATE
1.0,,end_char=492,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=492""}",,end_char=492,PERSON
1.0,,"as low as $65,000.</p","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""as low as $65,000.</p""}",,"as low as $65,000.</p",MONEY
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,Swiss,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""swiss""}",,Swiss,NORP
1.0,,McDonald’s,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""McDonald\u2019s""}",,McDonald’s,ORG
1.0,,Lugano,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Lugano""}",,Lugano,ORG
1.0,,497,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""497""}",,497,CARDINAL
1.0,,5,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""5""}",,5,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,McDonald’s',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""mcdonald\u2019s'""}",,McDonald’s',ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,Lugano,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Lugano""}",,Lugano,ORG
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,Christmas Day,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Christmas Day""}",,Christmas Day,DATE
1.0,,482,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""482""}",,482,CARDINAL
1.0,,4,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""4""}",,4,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'Christmas Day',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'Christmas Day'""}",,'Christmas Day',DATE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,"src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDkvMDE5OTJiNmUtM2FjMC03NGUwLWIxZDctOTdjMWRjZGFlYjE2.jpg","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""src=\""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDkvMDE5OTJiNmUtM2FjMC03NGUwLWIxZDctOTdjMWRjZGFlYjE2.jpg""}",,"src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMDkvMDE5OTJiNmUtM2FjMC03NGUwLWIxZDctOTdjMWRjZGFlYjE2.jpg",ORG
1.0,,Asia,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Asia""}",,Asia,LOC
1.0,,463,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""463""}",,463,CARDINAL
1.0,,3,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""3""}",,3,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,"Entity(text='src=""https://images.cointelegraph.com","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='src=\""https://images.cointelegraph.com""}",,"Entity(text='src=""https://images.cointelegraph.com",ORG
1.0,,start_char=64,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=64""}",,start_char=64,GPE
1.0,,Entity(text='Asia,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='Asia""}",,Entity(text='Asia,PRODUCT
1.0,,Asia,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Asia""}",,Asia,LOC
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,DAO,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""DAO""}",,DAO,ORG
1.0,,470,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""470""}",,470,CARDINAL
1.0,,2,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2""}",,2,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,Entity(text='DAO,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='DAO""}",,Entity(text='DAO,PERSON
1.0,,DAO,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""DAO""}",,DAO,ORG
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjU3YzUtYmRkNC03OThhLWFkNDMtYTVkMTlkZDQyYTBjLmpwZw==.jpg,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""images/528_ahr0chm6ly9zmy5jb2ludgvszwdyyxbolmnvbs91cgxvywrzlziwmjutmtivmde5yju3yzutymrknc03othhlwfkndmtytvkmtlkzdqyytbjlmpwzw==.jpg""}",,images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjU3YzUtYmRkNC03OThhLWFkNDMtYTVkMTlkZDQyYTBjLmpwZw==.jpg,ORG
1.0,,Bitcoiner,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""bitcoiner""}",,Bitcoiner,NORP
1.0,,James Howells,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""James Howells""}",,James Howells,PERSON
1.0,,"8,000","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8,000""}",,"8,000",CARDINAL
1.0,,2026.</p,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""2026.</p""}",,2026.</p,CARDINAL
1.0,,490,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""490""}",,490,CARDINAL
1.0,,8,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8""}",,8,CARDINAL
1.0,,start_char=34,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""start_char=34""}",,start_char=34,GPE
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,'10px 15px',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""'10px 15px'""}",,'10px 15px',DATE
1.0,,Entity(text='images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjU3YzUtYmRkNC03OThhLWFkNDMtYTVkMTlkZDQyYTBjLmpwZw==.jpg,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""Entity(text='images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjU3YzUtYmRkNC03OThhLWFkNDMtYTVkMTlkZDQyYTBjLmpwZw==.jpg""}",,Entity(text='images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjU3YzUtYmRkNC03OThhLWFkNDMtYTVkMTlkZDQyYTBjLmpwZw==.jpg,ORG
1.0,,Bitcoiner,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""bitcoiner""}",,Bitcoiner,NORP
1.0,,end_char=324,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""end_char=324""}",,end_char=324,GPE
1.0,,James Howells',"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""James Howells'""}",,James Howells',PERSON
1.0,,"8,000","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""8,000""}",,"8,000",CARDINAL
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,confidence=1.0,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""confidence=1.0""}",,confidence=1.0,ORG
1.0,,10px 15px,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""10px 15px""}",,10px 15px,DATE
1.0,,"src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjU4NzQtNDFjNi03NmQ5LWFjMTEtZGJiZjU5MjVmMTQ1LmpwZw==.jpg","{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""src=\""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjU4NzQtNDFjNi03NmQ5LWFjMTEtZGJiZjU5MjVmMTQ1LmpwZw==.jpg""}",,"src=""https://images.cointelegraph.com/images/528_aHR0cHM6Ly9zMy5jb2ludGVsZWdyYXBoLmNvbS91cGxvYWRzLzIwMjUtMTIvMDE5YjU4NzQtNDFjNi03NmQ5LWFjMTEtZGJiZjU5MjVmMTQ1LmpwZw==.jpg",ORG
1.0,,14th,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""14th""}",,14th,ORDINAL
1.0,,The Crypto Fear & Greed Index,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""the Crypto Fear & Greed Index""}",,The Crypto Fear & Greed Index,ORG
1.0,,FTX,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""ftx""}",,FTX,ORG
1.0,,late 2022,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""late 2022""}",,late 2022,DATE
1.0,,roughly five,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""roughly five""}",,roughly five,CARDINAL
1.0,,475,"{""extraction_method"": ""ml"", ""model"": ""en_core_web_sm"", ""lemma"": ""475""}",,475,CARDINAL
